BAD,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,LoanValueRatio,JOB_missing,YOJ_missing,DEROG_missing,DELINQ_missing,NINQ_missing,DEBTINC_missing,LoanValueRatio_missing
1,HomeImp,Mgr,10.0,0.0,0.0,117.08978536,0.0,31.0,42.373232999,0.7493671986181574,0,0,0,0,0,0,0
0,DebtCon,Mgr,26.0,1.0,0.0,279.00708055,1.0,17.0,36.07297543,0.9443325640535654,0,0,0,0,0,0,0
0,DebtCon,Other,2.0,0.0,1.0,288.65558416,1.0,47.0,41.946375198,0.9806968705068984,0,0,0,0,0,0,0
0,DebtCon,Mgr,1.0,0.0,0.0,83.861641243,0.0,17.0,26.405666645,0.8788923476268213,0,0,0,0,0,0,0
1,HomeImp,Other,10.0,0.0,1.0,74.429307591,1.0,2.0,29.975603348,,0,0,0,0,0,0,1
0,DebtCon,Office,10.0,0.0,0.0,206.96666667,2.0,13.0,,0.8695828024833667,0,0,0,0,0,1,0
0,DebtCon,Other,8.0,0.0,0.0,122.06196718,3.0,49.0,30.033722382,1.0891145226065553,0,0,0,0,0,0,0
0,DebtCon,Other,3.0,0.0,0.0,307.25070127,2.0,15.0,41.439390666,0.9381659123071705,0,0,0,0,0,0,0
0,DebtCon,Mgr,5.0,,,247.97282353,3.0,42.0,40.591687385,0.8875051856859703,0,0,1,1,0,0,0
0,DebtCon,Office,1.0,0.0,0.0,155.88472429,0.0,25.0,23.58566428,0.8580602372856376,0,0,0,0,0,0,0
0,HomeImp,ProfExe,22.0,0.0,0.0,237.10163194,0.0,24.0,36.33819671,0.8359191161807522,0,0,0,0,0,0,0
0,DebtCon,Other,,,,340.46080102,,17.0,30.575650029,,0,1,1,1,1,0,1
0,HomeImp,ProfExe,7.0,0.0,0.0,84.639348205,0.0,16.0,32.886875225,0.8780668348413866,0,0,0,0,0,0,0
0,DebtCon,ProfExe,4.0,0.0,0.0,150.80236935,1.0,21.0,23.200941214,0.943116715220529,0,0,0,0,0,0,0
0,DebtCon,Other,21.0,0.0,0.0,293.98043579,0.0,16.0,27.097523474,0.8929880325847185,0,0,0,0,0,0,0
0,DebtCon,ProfExe,16.0,0.0,0.0,180.6,1.0,20.0,,0.8128472906403941,0,0,0,0,0,1,0
0,DebtCon,,5.0,0.0,0.0,102.59467389,2.0,9.0,26.353753375,1.0587438383442693,1,0,0,0,0,0,0
0,DebtCon,Office,6.0,0.0,0.0,219.16666667,4.0,24.0,,0.7130434782608696,0,0,0,0,0,1,0
0,DebtCon,Other,0.2,,,312.53333333,,25.0,,0.8913043478260869,0,0,1,1,1,1,0
0,DebtCon,Office,,0.0,0.0,250.56666667,0.0,22.0,,0.37841389728096675,0,1,0,0,0,1,0
0,DebtCon,Mgr,14.0,0.0,0.0,179.56666667,2.0,26.0,,0.8073115003808073,0,0,0,0,0,1,0
0,HomeImp,ProfExe,13.0,0.0,0.0,202.9,0.0,22.0,,0.7282051282051282,0,0,0,0,0,1,0
0,HomeImp,Mgr,1.0,0.0,1.0,308.46666667,1.0,20.0,,0.9458319327731093,0,0,0,0,0,1,0
0,DebtCon,Office,25.0,0.0,0.0,272.93333333,3.0,17.0,,0.8955223880597015,0,0,0,0,0,1,0
0,DebtCon,ProfExe,10.0,0.0,0.0,190.8,1.0,42.0,,0.9197080291970803,0,0,0,0,0,1,0
0,DebtCon,,4.0,0.0,0.0,108.53333333,0.0,16.0,,0.9487179487179487,1,0,0,0,0,1,0
1,HomeImp,ProfExe,15.0,0.0,0.0,129.83333333,1.0,11.0,,0.4975124378109453,0,0,0,0,0,1,0
1,HomeImp,Office,5.0,3.0,0.0,109.56666667,0.0,33.0,,1.4372093023255814,0,0,0,0,0,1,0
1,DebtCon,Other,16.0,0.0,0.0,165.33333333,2.0,14.0,,0.8737265723812809,0,0,0,0,0,1,0
1,DebtCon,Other,8.9,2.0,0.0,150.1,3.0,20.0,,0.8385785714285714,0,0,0,0,0,1,0
1,DebtCon,Other,10.0,2.0,0.0,112.63333333,5.0,5.0,,0.9500833333333333,0,0,0,0,0,1,0
1,DebtCon,Other,6.0,3.0,2.0,110.63333333,2.0,24.0,,0.9420289855072463,0,0,0,0,0,1,0
0,DebtCon,Other,1.0,,1.0,290.2806482,0.0,9.0,37.16369797,0.8792130967120649,0,0,1,0,0,0,0
0,HomeImp,Office,2.0,,2.0,120.15410625,0.0,24.0,37.547732856,0.6374383635635008,0,0,1,0,0,0,0
0,DebtCon,ProfExe,0.0,0.0,0.0,126.42643974,0.0,30.0,37.877411067,1.0000420815203213,0,0,0,0,0,0,0
1,DebtCon,Other,7.0,0.0,0.0,62.088605958,0.0,4.0,31.570298921,0.9183802681201311,0,0,0,0,0,0,0
0,DebtCon,Other,7.0,0.0,0.0,,2.0,16.0,30.778166837,0.9113735649700294,0,0,0,0,0,0,0
0,DebtCon,Mgr,13.0,0.0,0.0,178.66176401,1.0,26.0,33.336960792,0.7973591964180511,0,0,0,0,0,0,0
0,DebtCon,Other,0.0,2.0,1.0,121.76146583,1.0,26.0,34.025207507,1.0260401010876947,0,0,0,0,0,0,0
1,DebtCon,Other,5.0,0.0,0.0,122.73333333,2.0,13.0,,0.8971047981514204,0,0,0,0,0,1,0
0,DebtCon,ProfExe,9.0,0.0,0.0,191.28207894,0.0,42.0,39.483023972,0.8725192592214683,0,0,0,0,0,0,0
0,DebtCon,ProfExe,10.0,0.0,0.0,189.87427039,1.0,42.0,37.352105103,1.0109785470229093,0,0,0,0,0,0,0
0,HomeImp,Other,27.0,0.0,0.0,244.88185992,0.0,14.0,23.537045228,0.9517702283395656,0,0,0,0,0,0,0
0,,Other,,0.0,0.0,182.59781573,1.0,9.0,30.675510367,,0,1,0,0,0,0,1
0,DebtCon,Office,6.0,0.0,0.0,218.01938613,3.0,23.0,40.15214366,0.7120591671676668,0,0,0,0,0,0,0
0,DebtCon,Other,0.0,0.0,0.0,154.4259959,0.0,18.0,33.678025773,0.961248654467169,0,0,0,0,0,0,0
0,DebtCon,Mgr,11.0,0.0,0.0,256.2054726,0.0,21.0,27.384116512,0.8865218101617383,0,0,0,0,0,0,0
0,HomeImp,Other,0.0,0.0,3.0,52.94238739,1.0,9.0,40.616797274,0.701281662146417,0,0,0,0,0,0,0
0,DebtCon,ProfExe,11.0,0.0,0.0,178.19207766,0.0,42.0,40.574022482,0.8898199445983379,0,0,0,0,0,0,0
1,DebtCon,Mgr,10.0,7.0,2.0,136.5300202,10.0,41.0,33.272297524,0.19341399595449738,0,0,0,0,0,0,0
0,DebtCon,ProfExe,19.0,0.0,0.0,247.54527102,0.0,27.0,21.469271809,0.4630003230348207,0,0,0,0,0,0,0
0,DebtCon,Other,10.0,0.0,0.0,83.167810785,3.0,11.0,32.285405494,0.9996998032043228,0,0,0,0,0,0,0
0,DebtCon,Other,0.0,0.0,0.0,293.35858684,2.0,15.0,43.617714297,0.9397787744289267,0,0,0,0,0,0,0
0,DebtCon,Other,13.0,0.0,0.0,127.24619628,1.0,8.0,37.525272691,0.9036708424705299,0,0,0,0,0,0,0
0,DebtCon,Office,8.0,0.0,0.0,230.07213106,3.0,23.0,40.298698909,0.7177581159753972,0,0,0,0,0,0,0
0,HomeImp,Mgr,2.0,0.0,0.0,313.60338664,1.0,20.0,42.119285302,0.9480036441747532,0,0,0,0,0,0,0
0,DebtCon,Other,8.0,0.0,0.0,356.90906747,1.0,10.0,40.874382077,0.29193014479526574,0,0,0,0,0,0,0
0,DebtCon,Other,10.0,0.0,0.0,73.746710533,3.0,12.0,31.571018889,1.0526097715370892,0,0,0,0,0,0,0
0,HomeImp,Other,,0.0,0.0,249.4133616,0.0,50.0,43.727930478,0.582876412592993,0,1,0,0,0,0,0
0,DebtCon,Mgr,17.0,0.0,0.0,111.53221405,1.0,16.0,24.449452808,1.1413790499207008,0,0,0,0,0,0,0
0,DebtCon,ProfExe,17.0,0.0,0.0,175.89535449,0.0,19.0,37.945522273,0.75408188897262,0,0,0,0,0,0,0
0,DebtCon,ProfExe,8.0,0.0,0.0,164.90961318,1.0,20.0,29.016609979,0.548090760557894,0,0,0,0,0,0,0
0,HomeImp,Self,5.0,0.0,0.0,313.03794532,0.0,26.0,27.199154012,0.2144409266679907,0,0,0,0,0,0,0
0,DebtCon,Mgr,10.0,2.0,0.0,75.066666667,3.0,28.0,,0.9506944444444444,0,0,0,0,0,1,0
0,HomeImp,ProfExe,4.0,0.0,1.0,96.177793274,0.0,16.0,34.709935978,0.7053521339829937,0,0,0,0,0,0,0
0,HomeImp,Mgr,23.0,0.0,0.0,73.007277303,2.0,20.0,29.804601445,0.20307674241089776,0,0,0,0,0,0,0
1,DebtCon,Sales,0.0,3.0,0.0,102.46098622,2.0,19.0,38.345340781,0.9627262449769978,0,0,0,0,0,0,0
0,DebtCon,Other,22.0,0.0,0.0,223.90191801,2.0,41.0,35.998225405,0.33852135977575926,0,0,0,0,0,0,0
0,DebtCon,Other,15.0,0.0,0.0,126.04800979,1.0,18.0,36.926634786,0.9317836845635215,0,0,0,0,0,0,0
0,DebtCon,ProfExe,20.0,0.0,0.0,231.54972268,0.0,27.0,20.415931614,0.42654454474590764,0,0,0,0,0,0,0
0,DebtCon,Mgr,15.0,0.0,0.0,168.95996818,2.0,26.0,36.056437467,0.8250253877568913,0,0,0,0,0,0,0
1,DebtCon,Other,,0.0,0.0,122.71770946,0.0,39.0,33.693831299,0.935487150809588,0,1,0,0,0,0,0
0,DebtCon,Other,,0.0,0.0,67.0,2.0,19.0,,1.0528591352859136,0,1,0,0,0,1,0
1,DebtCon,Other,0.1,0.0,1.0,102.5,7.0,18.0,,0.9174204843886782,0,0,0,0,0,1,0
0,DebtCon,Office,24.0,0.0,0.0,278.3074217,2.0,17.0,32.721694978,0.9287491444905189,0,0,0,0,0,0,0
0,HomeImp,ProfExe,15.0,0.0,2.0,157.40967898,0.0,14.0,27.946675965,0.8880317463846248,0,0,0,0,0,0,0
0,DebtCon,Office,2.0,0.0,0.0,161.35269333,0.0,24.0,23.896554711,0.843868373717067,0,0,0,0,0,0,0
0,DebtCon,Other,,0.0,0.0,89.599838668,1.0,19.0,41.230526879,0.765845420226505,0,1,0,0,0,0,0
0,DebtCon,ProfExe,20.0,0.0,0.0,232.29712557,0.0,27.0,20.856067533,0.46040961755357324,0,0,0,0,0,0,0
0,DebtCon,Other,4.0,0.0,0.0,202.53433338,0.0,17.0,27.436646043,0.6665612935981071,0,0,0,0,0,0,0
0,DebtCon,Office,0.0,0.0,0.0,69.410776649,0.0,22.0,35.357287245,0.8883937457151071,0,0,0,0,0,0,0
0,DebtCon,Mgr,0.0,0.0,0.0,95.34376502,0.0,16.0,26.692666627,0.9438835330901512,0,0,0,0,0,0,0
1,DebtCon,ProfExe,15.0,0.0,3.0,188.50461695,0.0,36.0,78.654386048,0.999973520221724,0,0,0,0,0,0,0
0,DebtCon,ProfExe,0.0,0.0,0.0,278.44302157,2.0,22.0,38.939650897,0.9123879380603097,0,0,0,0,0,0,0
0,DebtCon,Other,1.0,0.0,0.0,181.91176992,0.0,31.0,33.209409246,0.8789151206135652,0,0,0,0,0,0,0
0,HomeImp,Other,25.0,0.0,0.0,268.19826067,0.0,13.0,24.748181035,0.9188404867646823,0,0,0,0,0,0,0
0,DebtCon,Other,16.0,0.0,0.0,194.05429283,0.0,20.0,37.725760606,0.9610799217813663,0,0,0,0,0,0,0
0,DebtCon,Other,16.0,1.0,0.0,287.97462979,0.0,21.0,28.362882965,0.8923265243669192,0,0,0,0,0,0,0
0,HomeImp,ProfExe,3.0,0.0,0.0,118.53458669,0.0,25.0,39.720488984,1.0459543248863898,0,0,0,0,0,0,0
0,DebtCon,Other,1.0,0.0,0.0,138.17185084,1.0,20.0,38.332316894,1.1117232375979111,0,0,0,0,0,0,0
0,,ProfExe,10.0,0.0,0.0,,1.0,15.0,24.590633188,0.7757990675794868,0,0,0,0,0,0,0
0,DebtCon,Other,2.0,0.0,0.0,192.97728543,0.0,16.0,26.860500326,0.6611813845314094,0,0,0,0,0,0,0
0,DebtCon,ProfExe,15.0,0.0,0.0,183.61441489,1.0,19.0,36.299617975,0.7603774852229984,0,0,0,0,0,0,0
0,DebtCon,Other,1.0,0.0,0.0,324.614647,3.0,15.0,43.90230255,0.9316104740715386,0,0,0,0,0,0,0
0,DebtCon,ProfExe,6.0,0.0,0.0,122.86557582,0.0,14.0,29.397593104,0.9146817425242496,0,0,0,0,0,0,0
0,DebtCon,ProfExe,12.0,0.0,0.0,140.51585064,3.0,18.0,38.899231691,0.9144122485132228,0,0,0,0,0,0,0
0,DebtCon,Other,16.0,0.0,0.0,110.55227739,0.0,18.0,40.00125599,0.8253580972298296,0,0,0,0,0,0,0
0,DebtCon,Office,13.0,0.0,2.0,118.66666667,1.0,22.0,,0.8971074380165289,0,0,0,0,0,1,0
1,DebtCon,ProfExe,10.0,3.0,1.0,171.46666667,2.0,64.0,,0.9502339223814026,0,0,0,0,0,1,0
0,DebtCon,Mgr,0.0,0.0,0.0,86.684295749,0.0,17.0,25.244046294,0.9650800992305428,0,0,0,0,0,0,0
0,HomeImp,ProfExe,5.0,0.0,0.0,109.33710593,0.0,16.0,36.213987487,0.7317643523871111,0,0,0,0,0,0,0
0,DebtCon,Mgr,1.0,0.0,0.0,85.843161697,0.0,17.0,27.633516483,0.8722375341995537,0,0,0,0,0,0,0
0,HomeImp,ProfExe,7.0,0.0,0.0,77.521818836,0.0,15.0,32.004056088,0.893629504585645,0,0,0,0,0,0,0
0,HomeImp,Other,13.0,0.0,1.0,274.48139853,0.0,23.0,30.269218177,0.32564875379419433,0,0,0,0,0,0,0
0,DebtCon,ProfExe,13.0,,,148.76466054,,24.0,29.962401502,0.8631448253764819,0,0,1,1,1,0,0
0,DebtCon,Office,3.0,0.0,0.0,154.15011358,0.0,25.0,22.854999265,0.8995180217937971,0,0,0,0,0,0,0
0,HomeImp,ProfExe,8.0,0.0,0.0,76.794701258,0.0,15.0,32.74121014,0.9229554080702275,0,0,0,0,0,0,0
0,DebtCon,ProfExe,7.0,0.0,0.0,153.84976303,2.0,21.0,21.76282696,0.9052868258833833,0,0,0,0,0,0,0
0,DebtCon,Other,0.0,1.0,2.0,123.09855199,2.0,26.0,36.354203237,0.9399950714637753,0,0,0,0,0,0,0
1,HomeImp,Other,1.0,0.0,0.0,376.72364282,3.0,31.0,47.830671133,0.9685708064164913,0,0,0,0,0,0,0
0,DebtCon,Office,23.0,0.0,0.0,280.04883361,2.0,16.0,33.363528658,0.9223062567527748,0,0,0,0,0,0,0
0,HomeImp,ProfExe,23.0,0.0,0.0,237.2759487,0.0,23.0,38.41536702,0.8562609031745866,0,0,0,0,0,0,0
0,DebtCon,Office,2.0,0.0,0.0,80.155757172,0.0,23.0,35.425579192,0.8241853999605797,0,0,0,0,0,0,0
0,DebtCon,Office,26.0,0.0,0.0,294.42411801,2.0,16.0,33.488547383,0.9445344873012959,0,0,0,0,0,0,0
1,DebtCon,Other,8.0,0.0,0.0,119.05781713,0.0,19.0,35.364128433,0.9291592311222149,0,0,0,0,0,0,0
1,DebtCon,Other,1.0,0.0,0.0,159.16923466,2.0,25.0,38.079761822,0.905232581595191,0,0,0,0,0,0,0
0,DebtCon,ProfExe,6.0,0.0,0.0,93.432749909,0.0,13.0,29.116887715,0.9351391325783391,0,0,0,0,0,0,0
0,DebtCon,ProfExe,12.0,,,140.48070351,,24.0,29.967505846,0.877493671474024,0,0,1,1,1,0,0
0,DebtCon,ProfExe,9.0,0.0,0.0,163.85439342,3.0,17.0,37.078117787,0.9132997688710516,0,0,0,0,0,0,0
0,DebtCon,Office,,0.0,0.0,239.84485263,0.0,21.0,38.662629402,0.5299366897799216,0,1,0,0,0,0,0
0,HomeImp,Other,27.0,0.0,0.0,247.64957888,0.0,13.0,24.980298956,0.9777384223244728,0,0,0,0,0,0,0
0,DebtCon,,6.0,1.0,0.0,109.96140649,1.0,10.0,27.911845443,1.0063598326359833,1,0,0,0,0,0,0
0,DebtCon,ProfExe,20.0,0.0,0.0,178.01583301,0.0,23.0,39.707988067,0.9685303123966704,0,0,0,0,0,0,0
0,DebtCon,ProfExe,0.0,0.0,0.0,279.37005066,1.0,20.0,38.750299661,0.9228070175438596,0,0,0,0,0,0,0
1,DebtCon,Other,,0.0,0.0,199.00057602,6.0,25.0,41.006103287,0.8941866542772519,0,1,0,0,0,0,0
0,DebtCon,Other,2.0,0.0,0.0,172.75912343,1.0,31.0,35.189447274,0.8417736703209588,0,0,0,0,0,0,0
0,HomeImp,ProfExe,4.0,0.0,0.0,129.66321658,0.0,13.0,28.904478844,0.8245870200061021,0,0,0,0,0,0,0
0,DebtCon,ProfExe,19.0,0.0,0.0,187.23013253,0.0,22.0,38.188143858,0.9402913884311855,0,0,0,0,0,0,0
0,,Other,,1.0,0.0,178.64563647,0.0,11.0,30.931410217,,0,1,0,0,0,0,1
0,DebtCon,ProfExe,7.0,0.0,0.0,152.04065885,1.0,21.0,27.356208077,0.5246984290256218,0,0,0,0,0,0,0
0,HomeImp,Other,11.0,0.0,0.0,272.03410245,0.0,22.0,27.478583037,0.3469994745139254,0,0,0,0,0,0,0
0,DebtCon,ProfExe,0.0,0.0,0.0,120.09026456,0.0,30.0,34.243440963,1.0453944468929044,0,0,0,0,0,0,0
0,DebtCon,Sales,1.0,0.0,0.0,326.56732823,0.0,5.0,38.151671011,0.443503548450284,0,0,0,0,0,0,0
0,DebtCon,Office,,0.0,0.0,246.99093051,0.0,22.0,39.611541723,0.4552828502820126,0,1,0,0,0,0,0
0,DebtCon,Office,2.0,0.0,0.0,160.73226514,0.0,25.0,25.372047645,0.9213699686140631,0,0,0,0,0,0,0
0,DebtCon,ProfExe,2.0,0.0,0.0,282.90060926,1.0,21.0,40.038841103,0.9458596626705718,0,0,0,0,0,0,0
0,,Office,1.0,0.0,0.0,199.7237771,0.0,15.0,36.982729198,1.1219798076666934,0,0,0,0,0,0,0
0,HomeImp,ProfExe,9.0,0.0,0.0,78.949070691,0.0,16.0,31.808242985,0.8982480275979947,0,0,0,0,0,0,0
0,DebtCon,Office,3.0,0.0,0.0,229.3,0.0,12.0,,0.89975,0,0,0,0,0,1,0
0,DebtCon,Other,,2.0,1.0,237.1,2.0,14.0,,0.8959791122715405,0,1,0,0,0,1,0
0,DebtCon,Mgr,6.0,0.0,0.0,71.0,7.0,24.0,,0.9421052631578948,0,0,0,0,0,1,0
0,DebtCon,ProfExe,10.0,0.0,0.0,175.38704889,1.0,42.0,37.772221651,0.9493879834930405,0,0,0,0,0,0,0
0,DebtCon,Office,22.0,0.0,0.0,287.00225626,3.0,16.0,30.996027629,0.9255040401663136,0,0,0,0,0,0,0
0,HomeImp,Other,25.0,0.0,0.0,241.89735737,0.0,14.0,23.870792259,0.9533787764032652,0,0,0,0,0,0,0
0,DebtCon,ProfExe,12.0,,,135.57297776,,25.0,33.46387238,0.8850098153412562,0,0,1,1,1,0,0
0,DebtCon,Other,0.0,1.0,1.0,104.04046687,2.0,26.0,36.025925278,1.012319169424552,0,0,0,0,0,0,0
1,HomeImp,Mgr,9.0,0.0,4.0,186.71283572,1.0,14.0,27.646036576,0.8698605547577658,0,0,0,0,0,0,0
0,DebtCon,ProfExe,9.0,0.0,0.0,146.06981083,3.0,18.0,39.834319933,0.8938743423837455,0,0,0,0,0,0,0
0,DebtCon,Other,8.0,0.0,0.0,86.558860141,3.0,15.0,43.507938545,0.9381897510479938,0,0,0,0,0,0,0
1,HomeImp,Other,12.0,0.0,0.0,46.946164052,0.0,8.0,40.852927503,0.6868042971783588,0,0,0,0,0,0,0
0,DebtCon,Other,1.0,0.0,0.0,316.31385839,2.0,16.0,43.756566038,0.8843259034599645,0,0,0,0,0,0,0
0,DebtCon,,4.0,0.0,0.0,103.50429531,0.0,16.0,40.956598244,0.8937523037228161,1,0,0,0,0,0,0
0,DebtCon,Mgr,14.0,0.0,0.0,173.89751303,2.0,25.0,33.363269718,0.8576102682049189,0,0,0,0,0,0,0
0,HomeImp,Other,,0.0,0.0,238.78983667,0.0,50.0,42.127124258,0.53178784685634,0,1,0,0,0,0,0
0,DebtCon,Office,,0.0,0.0,264.01712414,0.0,21.0,40.246901138,0.46024945922409194,0,1,0,0,0,0,0
0,DebtCon,Office,0.0,,3.0,241.64223157,0.0,29.0,41.05065735,0.9445100354191264,0,0,1,0,0,0,0
0,HomeImp,ProfExe,4.0,0.0,0.0,93.662170489,0.0,16.0,34.892733618,0.7723136760086113,0,0,0,0,0,0,0
0,,Office,2.0,0.0,0.0,213.45053689,0.0,16.0,40.250033734,0.9854606214773804,0,0,0,0,0,0,0
0,HomeImp,Other,23.0,0.0,0.0,245.04937197,0.0,13.0,25.180989842,0.8999544318913908,0,0,0,0,0,0,0
0,DebtCon,ProfExe,5.0,0.0,0.0,128.33943385,1.0,21.0,36.377322201,0.7140024088379433,0,0,0,0,0,0,0
0,DebtCon,Other,17.0,0.0,0.0,279.81006654,0.0,21.0,29.774806835,0.9862659639164808,0,0,0,0,0,0,0
0,DebtCon,Other,4.0,1.0,0.0,202.28857763,0.0,17.0,27.07376116,0.6509245753540677,0,0,0,0,0,0,0
0,HomeImp,Office,2.0,0.0,0.0,130.25313366,0.0,17.0,33.691188019,0.9669592449469193,0,0,0,0,0,0,0
1,DebtCon,Mgr,0.0,1.0,0.0,89.189005469,0.0,23.0,53.848219887,1.0019107509977023,0,0,0,0,0,0,0
0,DebtCon,ProfExe,6.0,0.0,0.0,229.474919,2.0,32.0,30.731396529,0.9681714611221874,0,0,0,0,0,0,0
0,DebtCon,Other,6.0,,,68.0,1.0,17.0,,9.4875,0,0,1,1,0,1,0
0,DebtCon,Mgr,,0.0,0.0,225.72750616,0.0,20.0,37.32857399,0.972636272519339,0,1,0,0,0,0,0
0,DebtCon,Office,1.0,0.0,0.0,229.2744494,0.0,11.0,35.800071424,0.893391512219006,0,0,0,0,0,0,0
0,,Other,,0.0,0.0,175.78799489,1.0,10.0,32.250915334,,0,1,0,0,0,0,1
0,DebtCon,ProfExe,6.0,0.0,0.0,104.53333333,1.0,19.0,,,0,0,0,0,0,1,1
0,DebtCon,ProfExe,0.0,0.0,0.0,272.88259897,2.0,20.0,39.808993217,0.9834656868555174,0,0,0,0,0,0,0
0,HomeImp,Mgr,25.0,0.0,0.0,73.441538538,2.0,21.0,29.095882796,0.1960651406920764,0,0,0,0,0,0,0
1,DebtCon,ProfExe,3.0,0.0,0.0,199.80175424,0.0,21.0,36.995645842,0.9370068280241239,0,0,0,0,0,0,0
0,DebtCon,Office,0.0,,2.0,264.15312468,0.0,29.0,40.805743364,0.9607280013357823,0,0,1,0,0,0,0
0,HomeImp,Other,25.0,0.0,0.0,236.99683653,0.0,13.0,23.621203075,0.8736933125395674,0,0,0,0,0,0,0
0,DebtCon,Office,30.0,0.0,0.0,199.10927232,0.0,21.0,33.182239494,0.8564708492816331,0,0,0,0,0,0,0
0,DebtCon,Other,0.0,1.0,2.0,97.146544029,2.0,25.0,33.690687903,0.9943170406077576,0,0,0,0,0,0,0
1,DebtCon,Other,11.0,0.0,4.0,132.83675752,0.0,13.0,27.691648158,0.814927465134207,0,0,0,0,0,0,0
0,DebtCon,Office,10.0,0.0,0.0,211.24331121,2.0,13.0,33.549858765,0.8482824610085159,0,0,0,0,0,0,0
0,DebtCon,Sales,0.0,0.0,0.0,315.2604995,0.0,5.0,39.675833586,0.47969009755026504,0,0,0,0,0,0,0
0,HomeImp,Office,3.0,0.0,0.0,120.41804194,1.0,17.0,32.977596653,1.0417624700858712,0,0,0,0,0,0,0
0,DebtCon,Mgr,12.0,0.0,0.0,246.95441969,0.0,21.0,30.11861356,0.8728773121508968,0,0,0,0,0,0,0
0,,Other,,1.0,,252.26379877,,23.0,39.209039167,0.7240320854299177,0,1,0,1,1,0,0
0,,ProfExe,9.0,0.0,0.0,,0.0,14.0,25.783356591,0.8793534322326794,0,0,0,0,0,0,0
0,DebtCon,ProfExe,7.0,0.0,0.0,105.4248876,0.0,14.0,30.552752321,0.9702075169420773,0,0,0,0,0,0,0
0,DebtCon,Other,1.0,,1.0,290.82702957,1.0,10.0,35.139034361,0.8739795724645936,0,0,1,0,0,0,0
0,DebtCon,Other,0.0,2.0,1.0,112.97604123,1.0,26.0,34.414621628,0.9693778516527035,0,0,0,0,0,0,0
0,DebtCon,ProfExe,7.0,0.0,0.0,145.48592651,2.0,20.0,22.496235519,1.0175486452082196,0,0,0,0,0,0,0
1,DebtCon,Other,27.0,0.0,2.0,112.71036806,4.0,35.0,64.272476898,0.9785032283524988,0,0,0,0,0,0,0
0,HomeImp,ProfExe,12.0,0.0,2.0,157.94598178,0.0,14.0,29.349485795,1.0209979435003789,0,0,0,0,0,0,0
0,DebtCon,Office,0.0,0.0,0.0,160.71128201,3.0,20.0,32.784193505,0.9061659643847799,0,0,0,0,0,0,0
1,DebtCon,Mgr,0.0,1.0,0.0,85.77380757,1.0,23.0,51.517385302,1.0278242931683048,0,0,0,0,0,0,0
0,DebtCon,Other,7.0,0.0,0.0,98.456484436,3.0,15.0,41.388747587,0.8916120412508872,0,0,0,0,0,0,0
0,DebtCon,Office,0.0,0.0,0.0,64.454725278,0.0,22.0,35.087348647,0.8782811697160602,0,0,0,0,0,0,0
0,DebtCon,Other,20.0,0.0,0.0,301.9122949,0.0,17.0,24.415219692,0.9299190904652298,0,0,0,0,0,0,0
0,DebtCon,,14.0,0.0,0.0,190.95732454,0.0,17.0,40.748234633,1.0513915340664741,1,0,0,0,0,0,0
0,HomeImp,Other,26.0,0.0,0.0,243.86876302,0.0,14.0,23.35928056,0.9645470727848101,0,0,0,0,0,0,0
0,DebtCon,Other,0.0,0.0,0.0,122.16982106,1.0,21.0,39.322315408,1.068256783411513,0,0,0,0,0,0,0
0,HomeImp,ProfExe,8.0,0.0,0.0,87.133722098,0.0,15.0,33.405896838,0.927440428950272,0,0,0,0,0,0,0
0,HomeImp,ProfExe,10.0,0.0,0.0,68.168572872,0.0,16.0,32.853794362,0.890435792910728,0,0,0,0,0,0,0
1,HomeImp,ProfExe,14.0,0.0,0.0,135.95180823,1.0,11.0,47.590528653,0.5158484420023983,0,0,0,0,0,0,0
0,DebtCon,ProfExe,9.0,0.0,0.0,270.88268753,1.0,38.0,25.532128787,0.9309292885706688,0,0,0,0,0,0,0
1,DebtCon,Office,18.0,0.0,1.0,163.59204517,4.0,20.0,40.375372412,0.6725903878140593,0,0,0,0,0,0,0
0,DebtCon,Mgr,2.0,0.0,0.0,204.49258593,1.0,19.0,37.868355391,0.7048820826952527,0,0,0,0,0,0,0
0,HomeImp,Mgr,1.0,0.0,0.0,307.52479033,1.0,20.0,39.394168925,0.9574622543781659,0,0,0,0,0,0,0
0,DebtCon,Sales,0.0,0.0,0.0,315.23089754,0.0,6.0,37.983557776,0.4071585277918412,0,0,0,0,0,0,0
0,DebtCon,Other,0.0,1.0,1.0,112.90326219,2.0,25.0,33.162271481,0.9450539717686134,0,0,0,0,0,0,0
1,DebtCon,Other,8.0,2.0,1.0,110.56666667,2.0,33.0,,0.9498390804597702,0,0,0,0,0,1,0
0,,Other,,0.0,,274.11292609,,24.0,40.105029842,0.731509600609793,0,1,0,1,1,0,0
0,DebtCon,Office,24.0,0.0,0.0,276.7274249,2.0,16.0,32.294304005,0.8779129799367762,0,0,0,0,0,0,0
0,HomeImp,ProfExe,8.0,0.0,0.0,198.87639548,0.0,13.0,30.329929987,0.6862848654893546,0,0,0,0,0,0,0
0,DebtCon,ProfExe,6.0,0.0,0.0,141.84139798,1.0,20.0,21.679278339,0.9223965787646873,0,0,0,0,0,0,0
0,HomeImp,ProfExe,14.0,0.0,0.0,206.20003676,0.0,21.0,36.272858359,0.7174396403206094,0,0,0,0,0,0,0
